pgc,Name,RA,DE,GLong,GLat,SGL,SGB,Ty,B_t,K_t,lgL_K,Vhel,Vls,D_i,eDi,PGC1,PGC1+,Ng,gGLong,gGLat,gSGL,gSGB,gK_t,glgL_K,gVh,gVls,gND,gD,geD,gsigL,gsigV,gR2t,gRdyn,gMassL,gMassdyn,SGX,SGY,SGZ
36344,UGC06669,175.5779,14.9954,246.4827,69.8599,96.6365,-12.7096,9.9,15.97,14.50,7.69,1020,916,0.00,0,36344,41220,1,246.4827,69.8599,96.6365,-12.7096,14.50,7.69,1020,916,0,0.00,0,22,0,0.060,,10.348,,-1.38,11.83,-2.69
36347,PGC036347,175.6134,54.8190,142.6535,59.5889,59.6921,2.7860,0.1,15.32,12.06,9.02,1284,1385,0.00,0,36347,37617,1,142.6535,59.5889,59.6921,2.7860,12.06,9.02,1284,1385,0,0.00,0,37,0,0.101,,11.017,,9.31,15.92,0.90
36353,PGC036353,175.6150,-7.7740,274.9085,51.3056,119.2896,-19.4853,5.0,13.70,11.14,10.02,3082,2877,0.00,0,36353,36353,1,274.9085,51.3056,119.2896,-19.4853,11.14,10.02,3082,2877,0,0.00,0,61,0,0.165,,11.655,,-17.69,31.54,-12.80
36355,UGC06670,175.6223,18.3334,238.3138,71.8599,93.4580,-11.4909,9.9,12.40,11.44,8.83,925,838,0.00,0,36355,41220,2,238.3244,71.8590,93.4614,-11.4911,10.78,9.09,925,838,0,0.00,0,38,0,0.104,0.001,11.053,2.585,-0.66,10.93,-2.23
36357,PGC036357,175.5813,57.8959,139.7420,56.9196,56.8605,4.0016,,17.05,14.17,8.12,1327,1443,0.00,0,36505,34566,12,139.8747,56.4252,56.3742,3.8816,8.19,10.51,1182,1298,3,26.89,9,86,119,0.233,0.336,12.104,12.638,14.77,22.62,1.89
36361,NGC3827,175.6512,18.8454,236.9463,72.1505,92.9806,-11.2813,7.7,13.43,10.93,10.16,3137,3052,0.00,0,36361,36200,1,236.9463,72.1505,92.9806,-11.2813,10.93,10.16,3137,3052,0,0.00,0,66,0,0.180,,11.767,,-2.07,39.85,-7.96
36362,ESO571-017,175.6558,-18.0882,280.7738,41.8037,130.0708,-21.6125,4.2,16.21,14.40,7.93,1398,1156,0.00,0,36362,36375,1,280.7738,41.8037,130.0708,-21.6125,14.40,7.93,1398,1156,0,0.00,0,24,0,0.066,,10.470,,-9.22,10.97,-5.68
36375,ESO571-018,175.7120,-19.0676,281.2969,40.9049,131.1185,-21.7304,4.2,14.18,13.41,8.32,1391,1147,0.00,0,36375,36375,1,281.2969,40.9049,131.1185,-21.7304,13.41,8.32,1391,1147,0,0.00,0,28,0,0.077,,10.664,,-9.34,10.70,-5.66
36384,IC0723,175.7400,-8.3322,275.4591,50.8504,119.8959,-19.4991,10.0,14.29,11.48,9.89,3091,2884,0.00,0,36384,36353,1,275.4591,50.8504,119.8959,-19.4991,11.48,9.89,3091,2884,0,0.00,0,56,0,0.153,,11.554,,-18.07,31.43,-12.84
36386,NGC3901,175.7050,77.3729,127.6987,39.1133,38.6952,11.4786,6.0,13.76,11.58,9.48,1686,1888,31.77,25,36386,38550,1,127.6987,39.1133,38.6952,11.4786,11.58,9.48,1686,1888,1,31.77,25,46,0,0.123,,11.276,,24.30,19.46,6.32
36395,ESO504-010,175.7620,-23.4343,283.2428,36.8089,135.7803,-22.3646,8.7,14.54,13.10,8.77,1932,1675,0.00,0,36395,37061,1,283.2428,36.8089,135.7803,-22.3646,13.10,8.77,1932,1675,0,0.00,0,34,0,0.092,,10.890,,-14.80,14.40,-8.50
36398,UGC06682,175.7878,59.1058,138.5309,55.9063,55.7899,4.5812,8.7,14.73,12.43,8.91,1326,1448,0.00,0,36398,37617,1,138.5309,55.9063,55.7899,4.5812,12.43,8.91,1326,1448,0,0.00,0,36,0,0.097,,10.961,,10.82,15.92,1.54
36412,PGC036412,175.7936,14.2242,248.5577,69.5142,97.4525,-12.7804,10.0,,14.86,7.54,1017,910,0.00,0,36412,41220,1,248.5577,69.5142,97.4525,-12.7804,14.86,7.54,1017,910,0,0.00,0,21,0,0.057,,10.274,,-1.53,11.73,-2.68
36418,PGC036418,175.8862,31.4578,192.5670,74.5962,81.2258,-6.3530,3.6,15.45,12.79,8.95,1829,1810,0.00,0,36419,36419,2,192.5935,74.5693,81.2161,-6.3791,11.65,9.41,1809,1789,0,0.00,0,44,22,0.119,0.018,11.230,9.879,3.62,23.46,-2.64
36419,UGC06684,175.8362,31.4558,192.6077,74.5548,81.2109,-6.3932,9.9,15.13,12.12,9.22,1788,1769,0.00,0,36419,36419,2,192.5935,74.5693,81.2161,-6.3791,11.65,9.41,1809,1789,0,0.00,0,44,22,0.119,0.018,11.230,9.879,3.62,23.40,-2.65
36429,PGC036429,175.8780,53.1870,144.1313,61.0560,61.2514,2.2753,4.9,17.28,13.90,8.28,1294,1387,0.00,0,36429,37617,1,144.1313,61.0560,61.2514,2.2753,13.90,8.28,1294,1387,0,0.00,0,28,0,0.076,,10.647,,8.89,16.20,0.73
36432,UGC06685,175.8798,55.4788,141.7327,59.1009,59.1472,3.1891,5.9,14.58,12.87,8.50,1003,1108,0.00,0,36432,37617,1,141.7327,59.1009,59.1472,3.1891,12.87,8.50,1003,1108,0,0.00,0,31,0,0.083,,10.757,,7.56,12.66,0.82
36433,UGC06687,175.8334,18.1907,239.0480,71.9527,93.6671,-11.3546,7.9,14.78,13.27,9.24,3194,3106,0.00,0,36433,36200,2,239.2365,71.9309,93.7300,-11.3638,12.91,9.39,3212,3123,0,0.00,0,44,18,0.118,0.160,11.220,10.669,-2.61,40.72,-8.19
36434,UGC06689,175.8527,21.6509,228.7308,73.5891,90.3905,-10.0863,2.1,14.75,12.59,9.60,3524,3454,0.00,0,36434,36005,1,228.7308,73.5891,90.3905,-10.0863,12.59,9.60,3524,3454,0,0.00,0,48,0,0.131,,11.354,,-0.31,45.34,-8.07
36445,NGC3836,175.8744,-16.7964,280.4172,43.0855,128.7471,-21.1728,6.4,13.22,10.88,10.28,3674,3437,0.00,0,36445,36445,1,280.4172,43.0855,128.7471,-21.1728,10.88,10.28,3674,3437,0,0.00,0,72,0,0.195,,11.876,,-26.74,33.33,-16.55
36447,UGC06691,175.8625,60.6765,137.2137,54.5265,54.3555,5.2339,8.0,15.68,13.51,8.46,1279,1408,0.00,0,36447,37617,1,137.2137,54.5265,54.3555,5.2339,13.51,8.46,1279,1408,0,0.00,0,30,0,0.081,,10.733,,10.89,15.19,1.71
36462,ESO439-025,175.9407,-30.6203,286.1175,30.0322,143.5384,-23.0375,4.4,14.92,12.06,9.20,1984,1710,0.00,0,36462,37061,1,286.1175,30.0322,143.5384,-23.0375,12.06,9.20,1984,1710,0,0.00,0,40,0,0.109,,11.114,,-16.87,12.47,-8.92
36493,NGC3835,176.0204,60.1198,137.5267,55.0588,54.9005,5.0878,2.0,12.56,9.64,10.52,2441,2568,47.42,14,36493,37386,1,137.5267,55.0588,54.9005,5.0878,9.64,10.52,2441,2568,1,47.42,14,87,0,0.235,,12.114,,27.16,38.64,4.21
36501,PGC036501,176.0393,16.3711,244.1000,71.0663,95.4758,-11.8134,-1.5,14.98,11.66,9.92,3291,3195,0.00,0,36535,36200,6,243.8749,71.2155,95.3604,-11.6918,9.30,10.87,3339,3243,0,0.00,0,116,106,0.316,0.221,12.501,12.358,-4.03,42.07,-8.84
36505,NGC3838,176.0571,57.9481,139.2891,56.9946,56.9127,4.2544,-0.1,13.04,9.40,10.03,1320,1437,0.00,0,36505,34566,12,139.8747,56.4252,56.3742,3.8816,8.19,10.51,1182,1298,3,26.89,9,86,119,0.233,0.336,12.104,12.638,14.74,22.62,2.01
36506,NGC3846A,176.0617,55.0350,141.9982,59.5361,59.5964,3.1083,9.7,14.20,11.28,9.42,1427,1529,0.00,0,36506,37617,1,141.9982,59.5361,59.5964,3.1083,11.28,9.42,1427,1529,0,0.00,0,44,0,0.120,,11.238,,10.30,17.56,1.11
36524,PGC036524,176.0976,17.3111,241.8347,71.6690,94.5971,-11.4311,-1.0,15.52,12.21,9.70,3322,3230,0.00,0,36524,36200,1,241.8347,71.6690,94.5971,-11.4311,12.21,9.70,3322,3230,0,0.00,0,51,0,0.137,,11.417,,-3.38,42.08,-8.54
36528,UGC06713,176.1041,48.8355,149.3115,64.7178,65.3002,0.6707,8.6,15.04,11.54,8.92,900,972,0.00,0,36699,37617,18,148.9886,65.8225,66.3443,1.0567,6.59,10.90,900,969,7,16.79,6,120,87,0.325,0.359,12.539,12.394,7.02,15.26,0.20
36535,NGC3853,176.1180,16.5581,243.7812,71.2397,95.3238,-11.6773,-4.8,13.22,9.58,10.75,3310,3215,0.00,0,36535,36200,6,243.8749,71.2155,95.3604,-11.6918,9.30,10.87,3339,3243,0,0.00,0,116,106,0.316,0.221,12.501,12.358,-3.92,42.13,-8.74
36542,UGC06711,176.1240,69.7298,131.2349,46.3044,45.9688,8.7992,8.0,13.25,11.39,9.92,2702,2873,0.00,0,36542,36542,1,131.2349,46.3044,45.9688,8.7992,11.39,9.92,2702,2873,0,0.00,0,57,0,0.155,,11.577,,26.31,27.22,5.86
36551,PGC036551,176.1470,-3.8010,272.8203,55.1141,115.3718,-17.9687,7.6,13.67,13.04,8.67,1635,1447,0.00,0,36551,41220,1,272.8203,55.1141,115.3718,-17.9687,13.04,8.67,1635,1447,0,0.00,0,32,0,0.088,,10.839,,-7.86,16.58,-5.95
36555,UGC06714,176.1626,67.9559,132.1973,47.9532,47.6378,8.1498,2.5,14.54,10.52,10.27,2706,2869,0.00,0,36555,39568,1,132.1973,47.9532,47.6378,8.1498,10.52,10.27,2706,2869,0,0.00,0,72,0,0.194,,11.864,,25.52,27.98,5.42
36561,PGC036561,176.1987,17.8664,240.5435,72.0642,94.1020,-11.1450,4.0,15.40,12.85,9.47,3411,3322,0.00,0,36561,36200,2,240.5422,72.0644,94.1015,-11.1449,12.62,9.56,3420,3331,0,0.00,0,47,10,0.128,0.002,11.326,8.176,-3.12,43.45,-8.58
36570,ESO320-019,176.1913,-39.6153,289.1967,21.4716,153.3228,-23.3538,5.0,13.18,11.05,9.96,2851,2562,0.00,0,36570,43296,1,289.1967,21.4716,153.3228,-23.3538,11.05,9.96,2851,2562,0,0.00,0,59,0,0.159,,11.605,,-28.02,14.08,-13.54
36571,UGC06717,176.1909,9.2125,258.4899,66.1482,102.4432,-14.0870,8.8,,14.08,8.82,2869,2738,0.00,0,36644,36669,4,258.8617,66.2082,102.5413,-13.9563,11.23,9.96,2909,2779,0,0.00,0,59,17,0.159,0.057,11.605,10.199,-7.73,35.04,-9.01
36585,PGC036585,176.2168,57.8736,139.2160,57.1003,57.0148,4.3033,8.0,15.99,12.65,8.73,1265,1382,0.00,0,36505,34566,12,139.8747,56.4252,56.3742,3.8816,8.19,10.51,1182,1298,3,26.89,9,86,119,0.233,0.336,12.104,12.638,14.66,22.59,2.03
36594,PGC036594,176.2255,2.1640,267.5636,60.3838,109.4008,-16.2304,10.0,,15.14,7.37,1013,850,0.00,0,36594,41220,1,267.5636,60.3838,109.4008,-16.2304,15.14,7.37,1013,850,0,0.00,0,20,0,0.053,,10.188,,-3.61,10.26,-3.17
36612,PGC036612,176.3562,-10.0628,277.4159,49.5104,121.8307,-19.3123,-2.0,14.77,10.67,9.65,1729,1517,0.00,0,36827,36827,5,278.5761,49.0301,122.7105,-18.9760,8.27,10.61,1721,1507,1,23.01,14,93,55,0.252,0.427,12.207,12.068,-11.46,18.46,-7.61
36635,PGC036635,176.3423,14.3666,249.2802,70.0046,97.5020,-12.2321,4.9,14.84,12.87,9.43,3337,3232,0.00,0,36635,36200,1,249.2802,70.0046,97.5020,-12.2321,12.87,9.43,3337,3232,0,0.00,0,44,0,0.121,,11.246,,-5.50,41.75,-9.13
36643,PGC036643,176.3592,-10.1028,277.4439,49.4747,121.8727,-19.3187,6.3,13.16,11.66,9.25,1748,1535,23.01,14,36827,36827,5,278.5761,49.0301,122.7105,-18.9760,8.27,10.61,1721,1507,1,23.01,14,93,55,0.252,0.427,12.207,12.068,-11.47,18.44,-7.61
36644,NGC3876,176.3612,9.1607,258.8943,66.2137,102.5498,-13.9446,2.3,13.40,11.46,9.87,2892,2761,0.00,0,36644,36669,4,258.8617,66.2082,102.5413,-13.9563,11.23,9.96,2909,2779,0,0.00,0,59,17,0.159,0.057,11.605,10.199,-7.81,35.08,-8.92
36651,UGC06728,176.3166,79.6815,126.5920,36.9721,36.5273,12.3980,-0.1,13.83,10.76,9.93,1954,2165,0.00,0,36651,36651,1,126.5920,36.9721,36.5273,12.3980,10.76,9.93,1954,2165,0,0.00,0,58,0,0.156,,11.583,,22.66,16.78,6.20
36653,PGC036653,176.4041,31.2996,192.8066,75.0614,81.5439,-6.0061,-2.2,14.99,11.58,9.42,1785,1766,16.07,18,36653,41220,1,192.8066,75.0614,81.5439,-6.0061,11.58,9.42,1785,1766,1,16.07,18,44,0,0.120,,11.241,,2.35,15.81,-1.68
36655,UGC06732,176.3881,58.9781,138.1451,56.1616,56.0290,4.8155,-4.0,13.67,10.24,10.28,2301,2423,0.00,0,36655,35979,5,138.1311,56.1746,56.0414,4.8243,10.15,10.32,2441,2563,0,0.00,0,74,98,0.200,0.122,11.908,12.029,18.92,28.09,2.85
36660,NGC3850,176.3987,55.8868,140.8461,58.8923,58.8870,3.6187,5.3,13.70,11.92,8.91,1152,1259,19.41,14,36921,37617,7,139.8077,58.9546,58.8949,4.1583,7.75,10.58,1036,1145,1,19.41,14,90,102,0.245,0.186,12.170,12.243,10.01,16.58,1.23
36664,ESO440-004,176.4247,-28.3666,285.8011,32.3089,141.1533,-22.3923,7.9,13.13,13.13,8.69,1841,1573,34.36,14,37061,37061,25,287.0267,32.2628,141.6399,-21.4584,5.91,11.57,1809,1542,7,22.57,5,218,182,0.591,0.493,13.316,13.173,-24.74,19.93,-13.09
36669,NGC3869,176.4399,10.8246,256.3223,67.5386,100.9568,-13.3295,1.0,12.79,9.24,10.79,3001,2878,0.00,0,36669,36669,2,256.3908,67.5273,100.9859,-13.3263,9.12,10.84,3019,2896,0,0.00,0,114,19,0.308,0.171,12.470,10.744,-7.14,36.87,-8.90
36678,NGC3872,176.4545,13.7668,250.7693,69.6755,98.1172,-12.3338,-4.8,12.45,8.60,11.10,3186,3078,0.00,0,36678,36200,10,250.8149,69.6858,98.1278,-12.3179,8.38,11.19,3198,3089,0,0.00,0,155,166,0.421,0.301,12.874,12.879,-5.68,39.82,-8.79
36680,PGC036680,176.4642,56.0885,140.5948,58.7339,58.7152,3.7311,4.9,14.90,12.73,9.24,2327,2435,0.00,0,36789,35249,3,140.3130,58.9460,58.9116,3.8980,9.27,10.62,2323,2431,0,0.00,0,94,61,0.255,0.149,12.223,11.706,16.80,27.65,2.11
36681,PGC036681,176.4792,17.1925,242.8233,71.8958,94.8408,-11.1315,9.0,16.84,15.02,8.57,3324,3232,0.00,0,36681,36200,1,242.8233,71.8958,94.8408,-11.1315,15.02,8.57,3324,3232,0,0.00,0,31,0,0.085,,10.792,,-3.57,42.13,-8.32
36686,NGC3870,176.4858,50.1999,147.0149,63.7551,64.1449,1.4380,-2.0,13.41,10.97,9.01,744,823,11.80,18,36686,36188,1,147.0149,63.7551,64.1449,1.4380,10.97,9.01,744,823,1,11.80,18,37,0,0.100,,11.009,,5.14,10.62,0.30
36687,PGC036687,176.4947,58.5352,138.4195,56.5813,56.4603,4.6952,3.6,15.61,12.75,8.83,1416,1536,0.00,0,36687,37617,2,138.4122,56.5756,56.4543,4.6988,12.64,8.88,1415,1535,0,0.00,0,35,0,0.096,0.026,10.944,6.814,11.27,17.00,1.68
36690,PGC036690,176.5100,41.8840,160.9129,70.0897,71.7985,-1.8165,4.2,15.50,13.11,9.29,3010,3047,0.00,0,36690,36690,1,160.9129,70.0897,71.7985,-1.8165,13.11,9.29,3010,3047,0,0.00,0,42,0,0.113,,11.158,,12.68,38.57,-1.29
36697,NGC3882,176.5266,-56.3909,293.9375,5.3357,171.5319,-22.5384,4.0,10.70,8.28,10.62,1831,1531,0.00,0,36697,36697,1,293.9375,5.3357,171.5319,-22.5384,8.28,10.62,1831,1531,0,0.00,0,94,0,0.254,,12.217,,-18.65,2.78,-7.82
36699,NGC3877,176.5325,47.4947,150.7194,65.9565,66.6448,0.4028,5.1,10.65,7.80,10.41,906,971,15.56,14,36699,37617,18,148.9886,65.8225,66.3443,1.0567,6.59,10.90,900,969,7,16.79,6,120,87,0.325,0.359,12.539,12.394,6.17,14.28,0.11
36704,PGC036704,176.5514,10.5956,256.9303,67.4373,101.2160,-13.3010,7.9,14.93,11.49,9.89,3038,2914,0.00,0,36669,36669,2,256.3908,67.5273,100.9859,-13.3263,9.12,10.84,3019,2896,0,0.00,0,114,19,0.308,0.171,12.470,10.744,-7.31,36.88,-8.89
36713,UGC06747,176.6004,13.8273,250.9255,69.8198,98.1080,-12.1800,9.7,13.93,13.01,9.18,2694,2586,29.51,25,36713,36713,1,250.9255,69.8198,98.1080,-12.1800,13.01,9.18,2694,2586,1,29.51,25,40,0,0.108,,11.100,,-4.07,28.56,-6.23
36714,ESO504-014,176.5986,-27.2511,285.5798,33.4195,139.9751,-22.1113,9.0,16.15,12.83,8.71,1645,1380,0.00,0,36714,37061,1,285.5798,33.4195,139.9751,-22.1113,12.83,8.71,1645,1380,0,0.00,0,33,0,0.090,,10.860,,-13.05,10.96,-6.93
36716,PGC036716,176.6084,34.8524,179.8938,74.1008,78.3158,-4.4830,4.5,14.56,11.55,9.22,1382,1382,0.00,0,36716,41220,1,179.8938,74.1008,78.3158,-4.4830,11.55,9.22,1382,1382,0,0.00,0,40,0,0.110,,11.124,,3.72,17.99,-1.44
36719,ESO440-006,176.6353,-30.0990,286.6037,30.7068,143.0374,-22.3913,-0.8,13.95,10.99,9.54,1680,1408,0.00,0,37061,37061,25,287.0267,32.2628,141.6399,-21.4584,5.91,11.57,1809,1542,7,22.57,5,218,182,0.591,0.493,13.316,13.173,-16.54,12.45,-8.53
36725,ESO572-001,176.6602,-20.7431,283.1332,39.6245,133.0533,-21.1315,4.2,15.28,12.53,9.60,3583,3336,0.00,0,36725,36725,1,283.1332,39.6245,133.0533,-21.1315,12.53,9.60,3583,3336,0,0.00,0,48,0,0.131,,11.350,,-28.32,30.32,-16.04
36737,NGC3885,176.6938,-27.9222,285.9137,32.8037,140.7051,-22.1062,0.3,12.28,8.41,10.57,2094,1827,22.80,14,37061,37061,25,287.0267,32.2628,141.6399,-21.4584,5.91,11.57,1809,1542,7,22.57,5,218,182,0.591,0.493,13.316,13.173,-16.35,13.38,-8.58
36739,UGC06753,176.6925,14.5330,249.5921,70.3673,97.4604,-11.8565,7.6,14.59,12.60,9.50,3189,3085,30.90,18,36739,36739,2,249.5782,70.3671,97.4560,-11.8585,12.49,9.54,3176,3072,1,30.90,18,47,14,0.127,0.021,11.314,9.553,-3.93,30.00,-6.35
36743,NGC3879,176.7058,69.3836,131.1442,46.7009,46.3701,8.8609,8.0,12.53,11.32,9.44,1398,1568,28.31,25,36743,35025,2,131.1474,46.7218,46.3912,8.8587,11.21,9.48,1429,1598,1,28.31,25,46,32,0.123,0.143,11.276,11.114,19.27,20.22,4.35
36749,PGC036749,176.7488,13.8735,251.1189,69.9556,98.1134,-12.0288,-1.0,15.23,12.30,9.62,3206,3099,0.00,0,36678,36200,10,250.8149,69.6858,98.1278,-12.3179,8.38,11.19,3198,3089,0,0.00,0,155,166,0.421,0.301,12.874,12.879,-5.69,39.89,-8.59
36750,PGC036750,176.7531,-0.2942,270.8557,58.5068,112.0123,-16.4306,-1.7,15.06,12.90,8.62,1454,1282,0.00,0,36750,41220,1,270.8557,58.5068,112.0123,-16.4306,12.90,8.62,1454,1282,0,0.00,0,32,0,0.087,,10.814,,-6.14,15.20,-4.83
36752,PGC036752,176.7631,58.7422,138.0242,56.4596,56.3224,4.9037,3.5,16.26,13.60,9.19,3292,3414,0.00,0,36752,37386,1,138.0242,56.4596,56.3224,4.9037,13.60,9.19,3292,3414,0,0.00,0,40,0,0.108,,11.104,,25.15,37.74,3.89
36754,NGC3887,176.7691,-16.8547,281.5468,43.3285,128.9804,-20.3426,3.9,11.10,8.21,10.25,1196,961,0.00,0,36754,41220,2,281.5465,43.3279,128.9808,-20.3431,8.21,10.26,1211,975,0,0.00,0,71,15,0.192,0.136,11.851,10.455,-7.66,9.46,-4.51
36758,UGC06757,176.7465,61.3351,136.0610,54.1198,53.9109,5.8832,9.0,19.38,18.78,4.72,82,215,4.61,9,36758,28630,1,136.0610,54.1198,53.9109,5.8832,18.78,4.72,82,215,1,4.61,9,7,0,0.019,,8.863,,2.70,3.71,0.47
36759,UGC06758,176.7764,13.7066,251.5221,69.8589,98.2833,-12.0598,6.7,13.91,11.33,10.01,3098,2990,0.00,0,36678,36200,10,250.8149,69.6858,98.1278,-12.3179,8.38,11.19,3198,3089,0,0.00,0,155,166,0.421,0.301,12.874,12.879,-5.78,39.73,-8.58
36767,ESO378-020,176.8184,-37.5494,289.1008,23.5930,151.0982,-22.7885,-2.0,13.20,9.59,10.59,3122,2836,0.00,0,36767,43296,4,289.2309,23.6379,151.0925,-22.6612,9.11,10.79,3000,2715,0,0.00,0,109,60,0.294,0.154,12.408,11.695,-29.35,16.20,-14.08
36768,PGC036768,176.8116,16.5637,245.0470,71.7696,95.5543,-11.0521,3.1,14.96,13.68,9.11,3360,3266,0.00,0,36768,36200,2,245.1201,71.8132,95.5627,-11.0035,13.32,9.26,3345,3251,0,0.00,0,41,16,0.111,0.132,11.143,10.467,-4.12,42.36,-8.31
36769,PGC036769,176.8282,58.8858,137.8542,56.3459,56.2021,4.9897,4.1,16.20,13.99,8.78,2583,2705,0.00,0,36655,35979,5,138.1311,56.1746,56.0414,4.8243,10.15,10.32,2441,2563,0,0.00,0,74,98,0.200,0.122,11.908,12.029,19.04,28.45,2.99
36787,UGC06764,176.9184,69.1040,131.1885,46.9889,46.6615,8.8298,7.9,,13.80,8.45,1459,1628,0.00,0,36743,35025,2,131.1474,46.7218,46.3912,8.8587,11.21,9.48,1429,1598,1,28.31,25,46,32,0.123,0.143,11.276,11.114,19.23,20.37,4.35
36789,NGC3888,176.8930,55.9672,140.3007,58.9552,58.9201,3.9052,5.3,12.47,9.32,10.60,2394,2502,0.00,0,36789,35249,3,140.3130,58.9460,58.9116,3.8980,9.27,10.62,2323,2431,0,0.00,0,94,61,0.255,0.149,12.223,11.706,16.74,27.78,2.21
36798,ESO440-009,176.9220,-28.4142,286.3126,32.3919,141.2573,-21.9629,10.0,16.02,13.06,8.71,1922,1655,0.00,0,37061,37061,25,287.0267,32.2628,141.6399,-21.4584,5.91,11.57,1809,1542,7,22.57,5,218,182,0.591,0.493,13.316,13.173,-16.43,13.19,-8.50
36801,PGC036801,176.9386,59.8866,136.9835,55.4704,55.2939,5.4219,2.8,15.22,12.85,8.69,1233,1359,0.00,0,36801,37617,1,136.9835,55.4704,55.2939,5.4219,12.85,8.69,1233,1359,0,0.00,0,33,0,0.089,,10.849,,10.27,14.83,1.71
36825,UGC06773,177.0026,49.8082,146.8927,64.2658,64.6353,1.5911,9.9,13.89,11.22,9.11,924,1002,9.86,18,37072,34030,3,145.6852,64.2876,64.5588,2.1101,9.65,9.74,961,1040,1,9.86,18,52,6,0.140,0.107,11.444,9.554,4.20,8.86,0.27
36827,NGC3892,177.0042,-10.9619,278.8408,48.9205,122.9105,-18.8961,-1.1,12.69,8.50,10.52,1789,1575,0.00,0,36827,36827,5,278.5761,49.0301,122.7105,-18.9760,8.27,10.61,1721,1507,1,23.01,14,93,55,0.252,0.427,12.207,12.068,-11.87,18.35,-7.48
36836,UGC06774,177.0471,54.9918,141.0678,59.8534,59.8566,3.6120,5.9,14.19,12.23,9.47,2407,2511,54.95,14,36836,36836,1,141.0678,59.8534,59.8566,3.6120,12.23,9.47,2407,2511,1,54.95,14,45,0,0.123,,11.270,,27.54,47.42,3.46
36849,UGC06775,177.0531,13.2088,253.0911,69.6974,98.8550,-11.9734,4.3,14.60,12.76,9.43,3160,3049,45.92,18,36849,36849,1,253.0911,69.6974,98.8550,-11.9734,12.76,9.43,3160,3049,1,45.92,18,44,0,0.120,,11.243,,-6.91,44.39,-9.53
36872,ESO504-016,177.1432,-25.9527,285.6773,34.8039,138.6539,-21.4647,-0.8,15.16,12.46,9.50,3155,2894,0.00,0,36872,36872,1,285.6773,34.8039,138.6539,-21.4647,12.46,9.50,3155,2894,0,0.00,0,46,0,0.125,,11.288,,-26.96,23.72,-14.12
36875,NGC3893,177.1592,48.7108,148.1551,65.2275,65.6874,1.2617,5.2,10.26,8.00,10.33,967,1039,16.44,21,36699,37617,18,148.9886,65.8225,66.3443,1.0567,6.59,10.90,900,969,7,16.79,6,120,87,0.325,0.359,12.539,12.394,6.95,15.38,0.37
36882,ESO440-011,177.1903,-28.2934,286.5396,32.5754,141.1573,-21.7144,6.9,12.16,9.41,10.17,1936,1670,0.00,0,37061,37061,25,287.0267,32.2628,141.6399,-21.4584,5.91,11.57,1809,1542,7,22.57,5,218,182,0.591,0.493,13.316,13.173,-16.45,13.25,-8.41
36884,PGC036884,177.1833,14.0528,251.6037,70.3833,98.0861,-11.5714,2.0,14.84,12.26,9.64,3210,3105,0.00,0,36884,36200,1,251.6037,70.3833,98.0861,-11.5714,12.26,9.64,3210,3105,0,0.00,0,49,0,0.134,,11.380,,-5.70,40.16,-8.30
36885,ESO504-017,177.1930,-27.3791,286.2298,33.4521,140.1809,-21.6026,4.5,13.46,11.61,9.30,1873,1609,0.00,0,37061,37061,25,287.0267,32.2628,141.6399,-21.4584,5.91,11.57,1809,1542,7,22.57,5,218,182,0.591,0.493,13.316,13.173,-16.18,13.49,-8.34
36887,UGC06780,177.2100,-2.0323,273.1136,57.1704,113.8857,-16.4719,6.4,14.31,13.09,8.71,1736,1557,36.81,14,36887,36887,1,273.1136,57.1704,113.8857,-16.4719,13.09,8.71,1736,1557,1,36.81,14,33,0,0.090,,10.860,,-14.29,32.28,-10.44
36890,ESO378-023,177.2158,-37.5116,289.4216,23.7131,151.0742,-22.4718,4.2,14.87,12.61,9.39,2932,2647,0.00,0,36767,43296,4,289.2309,23.6379,151.0925,-22.6612,9.11,10.79,3000,2715,0,0.00,0,109,60,0.294,0.154,12.408,11.695,-29.20,16.14,-13.80
36895,NGC3915,177.2286,-4.6819,275.1769,54.7852,116.5594,-17.1577,10.0,14.34,12.05,9.51,2604,2414,0.00,0,36895,170172,1,275.1769,54.7852,116.5594,-17.1577,12.05,9.51,2604,2414,0,0.00,0,46,0,0.125,,11.292,,-13.75,27.51,-9.49
36896,UGC06782,177.2389,23.8377,222.6084,75.5314,88.7996,-8.0990,9.8,15.04,12.60,7.86,522,465,0.00,0,36896,36896,1,222.6084,75.5314,88.7996,-8.0990,12.60,7.86,522,465,0,0.00,0,24,0,0.065,,10.435,,0.13,6.14,-0.87
36897,NGC3896,177.2349,48.6746,148.1068,65.2858,65.7400,1.2940,0.2,12.96,11.64,8.88,906,978,0.00,0,36699,37617,18,148.9886,65.8225,66.3443,1.0567,6.59,10.90,900,969,7,16.79,6,120,87,0.325,0.359,12.539,12.394,6.90,15.31,0.38
36900,ESO440-012,177.2434,-28.4446,286.6438,32.4438,141.3248,-21.6855,10.0,15.51,12.57,8.91,1540,1273,0.00,0,37061,37061,25,287.0267,32.2628,141.6399,-21.4584,5.91,11.57,1809,1542,7,22.57,5,218,182,0.591,0.493,13.316,13.173,-16.11,12.90,-8.21
36904,PGC036904,177.2286,-30.1736,287.2007,30.7811,143.1739,-21.8885,2.1,14.21,10.99,9.54,1634,1363,0.00,0,37061,37061,25,287.0267,32.2628,141.6399,-21.4584,5.91,11.57,1809,1542,7,22.57,5,218,182,0.591,0.493,13.316,13.173,-16.59,12.42,-8.33
